0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,962,963,964,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,962,963,964,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1154,1155,1156,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1154,1155,1156,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,962,963,964,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1154,1155,1156,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,962,963,964,1539,1539,1539,0,0,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1154,1155,1156,1539,1539,1539,1539,1539,0,0
0,0,0,0,1539,1539,1539,1539,962,963,964,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,768,0,0
0,0,0,0,1539,1539,1539,1539,1154,1155,1156,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,960,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,962,963,964,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1154,1155,1156,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1344,1345,1539,1346,1539,0,0
0,0,0,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1536,1539,1539,1538,1539,0,0
0,0,0,0,1539,1539,768,1539,1539,768,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1728,1729,1729,1730,768,0,0
0,0,0,0,1539,1539,960,1539,1539,960,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,960,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
